uniprot1	genesymbol1	geneid1	uniprot2	genesymbol2	geneid2	species	interaction_type	experiment
Q14209	E2F2	1870	Q14186	TFDP1	7027	human	0915:physical association	0364:inferred by curator
Q15233	NONO	4841	Q9H4L7	SMARCAD1	56916	human	0915:physical association	0004:affinity chromatography technology
P40763	STAT3	6774	Q9H0N5	PCBD2	84105	human	0407:direct interaction	0018:two hybrid
P08047	SP1	6667	P17096	HMGA1	3159	human	0915:physical association; 0407:direct interaction	0006:anti bait coimmunoprecipitation; 0096:pull down; 0004:affinity chromatography technology
Q96BT3	CENPT	80152	O15392	BIRC5	332	human	0915:physical association	0364:inferred by curator
P23511	NFYA	4800	Q9UKY1	ZHX1	11244	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q9UL40	ZNF346	23567	Q13148	TARDBP	23435	human	0915:physical association	0004:affinity chromatography technology
P05412	JUN	3725	Q99623	PHB2	11331	human	0914:association	0006:anti bait coimmunoprecipitation
P35452	HOXD12	3238	O75444	MAF	4094	human	0407:direct interaction	0096:pull down
P19532	TFE3	7030	Q01844	EWSR1	2130	human	0915:physical association	1313:bioid
Q92794	KAT6A	7994	P03372	ESR1	2099	human	0915:physical association	0004:affinity chromatography technology
P48382	RFX5	5993	O00287	RFXAP	5994	human	0915:physical association; 0914:association; 0407:direct interaction	0018:two hybrid; 0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
O15350	TP73	7161	Q8WVM7	STAG1	10274	human	0915:physical association	0004:affinity chromatography technology
P17947	SPI1	6688	O75030	MITF	4286	human	0407:direct interaction	0096:pull down
P59178	L3mbtl2	214669	Q924K8	Mta3	116871	mouse	0915:physical association	0004:affinity chromatography technology
P17275	JUNB	3726	Q92793	CREBBP	1387	human	0915:physical association	0004:affinity chromatography technology
Q13422	IKZF1	10320	Q6IT96	HDAC1	3065	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
O00712	NFIB	4781	P08651	NFIC	4782	human	0407:direct interaction	0096:pull down
P50222	MEOX2	4223	P10826	RARB	5915	human	0407:direct interaction	0018:two hybrid
Q9BWX5	GATA5	140628	Q8WW38	ZFPM2	23414	human	0915:physical association	0364:inferred by curator
P17275	JUNB	3726	P15408	FOSL2	2355	human	0915:physical association; 0914:association; 0407:direct interaction	0007:anti tag coimmunoprecipitation; 0081:peptide array; 0004:affinity chromatography technology
P17275	JUNB	3726	P15407	FOSL1	8061	human	0915:physical association; 0914:association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach; 0006:anti bait coimmunoprecipitation; 0055:fluorescent resonance energy transfer
P04637	TP53	7157	Q96J02	ITCH	83737	human	0915:physical association	0004:affinity chromatography technology
P61244	MAX	4149	Q15672	TWIST1	7291	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
P08047	SP1	6667	P17542	TAL1	6886	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0004:affinity chromatography technology
P55316	FOXG1	2290	Q15797	SMAD1	4086	human	0407:direct interaction	0096:pull down
Q9Y3Q8	TSC22D4	81628	P04156	PRNP	5621	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0397:two hybrid array
Q5VTD9	GFI1B	8328	Q9UKL0	RCOR1	23186	human	0915:physical association	0004:affinity chromatography technology
Q99853	FOXB1	27023	P56545	CTBP2	1488	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q99801	NKX3-1	4824	Q13547	HDAC1	3065	human	0915:physical association	0004:affinity chromatography technology
Q8BX22	Sall4	99377	Q6IQX8	Zfp219	69890	mouse	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
Q06547	GABPB1	2553	P51610	HCFC1	3054	human	0915:physical association; 0914:association	0096:pull down
O00358	FOXE1	2304	Q9NSC2	SALL1	6299	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
P48432	Sox2	20674	P97863	Nfib	18028	mouse	0914:association	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation
P11308	ERG	2078	Q6IT96	HDAC1	3065	human	0915:physical association	0006:anti bait coimmunoprecipitation
Q9H2P0	ADNP	23394	Q9UER7	DAXX	1616	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P10070	GLI2	2736	Q9Y297	BTRC	8945	human	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation
Q8WW38	ZFPM2	23414	Q13547	HDAC1	3065	human	0915:physical association	0004:affinity chromatography technology
P13631	RARG	5916	O15379	HDAC3	8841	human	0915:physical association	0364:inferred by curator
Q96KM6	ZNF512B	57473	P03372	ESR1	2099	human	0915:physical association; 0914:association	0029:cosedimentation through density gradient; 0004:affinity chromatography technology
P15923	TCF3	6929	Q7RTU7	SCX	642658	human	0407:direct interaction	0018:two hybrid
P04637	TP53	7157	Q08209	PPP3CA	5530	human	0915:physical association	0004:affinity chromatography technology
Q3UNW5	Tfcp2l1	81879	Q9Z2D8	Mbd3	17192	mouse	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P15923	TCF3	6929	Q7RTU0	TCF24	100129654	human	0915:physical association	0004:affinity chromatography technology
Q02556	IRF8	3394	P19838	NFKB1	4790	human	0407:direct interaction	0096:pull down
Q02086	SP2	6668	Q15466	NR0B2	8431	human	0915:physical association	0004:affinity chromatography technology
Q8VI24	Satb2	212712	Q9R190	Mta2	23942	mouse	0915:physical association	0004:affinity chromatography technology
O43474	KLF4	9314	Q8WTS6	SETD7	80854	human	0407:direct interaction	0415:enzymatic study
Q8NFU7	TET1	80312	O15294	OGT	8473	human	0914:association	0096:pull down
O95644	NFATC1	4772	P16298	PPP3CB	5532	human	0915:physical association	0364:inferred by curator
Q15910	EZH2	2146	O00308	WWP2	11060	human	0915:physical association	0004:affinity chromatography technology
O00470	MEIS1	4211	P40424	PBX1	5087	human	0915:physical association; 0914:association; 0407:direct interaction	0096:pull down; 0007:anti tag coimmunoprecipitation; 0364:inferred by curator; 0004:affinity chromatography technology
P51532	SMARCA4	6597	Q13351	KLF1	10661	human	0407:direct interaction	0096:pull down
Q06507	Atf4	11911	P81269	Atf1	11908	mouse	0915:physical association	0006:anti bait coimmunoprecipitation
P22736	NR4A1	3164	O96017	CHEK2	11200	human	0915:physical association; 0407:direct interaction	0018:two hybrid
P40763	STAT3	6774	Q13547	HDAC1	3065	human	0915:physical association	0006:anti bait coimmunoprecipitation; 0004:affinity chromatography technology
Q15973	ZNF124	7678	P50222	MEOX2	4223	human	0407:direct interaction	0018:two hybrid
Q9Y473	ZNF175	7728	O43296	ZNF264	9422	human	0407:direct interaction	0018:two hybrid
P05412	JUN	3725	Q9BUJ2	HNRNPUL1	11100	human	0914:association	0006:anti bait coimmunoprecipitation
P20226	TBP	6908	Q9BQG0	MYBBP1A	10514	human	0915:physical association	0364:inferred by curator
Q9NQX1	PRDM5	11107	Q96KQ7	EHMT2	10919	human	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
Q9H171	ZBP1	81030	O60341	KDM1A	23028	human	0915:physical association	0004:affinity chromatography technology
Q13330	MTA1	9112	Q96K83	ZNF521	25925	human	0915:physical association	0004:affinity chromatography technology
Q86TJ2	TADA2B	93624	Q9NYB0	TERF2IP	54386	human	0915:physical association	0004:affinity chromatography technology
Q92782	DPF1	8193	Q15532	SS18	6760	human	0915:physical association	0004:affinity chromatography technology
O43524	FOXO3	2309	Q15796	SMAD2	4087	human	0915:physical association	0364:inferred by curator
Q14469	HES1	3280	O60674	JAK2	3717	human	0915:physical association	0004:affinity chromatography technology
P04637	TP53	7157	O94992	HEXIM1	10614	human	0915:physical association	0004:affinity chromatography technology
P43268	ETV4	2118	Q9H3D4	TP63	8626	human	0915:physical association	0004:affinity chromatography technology
P10070	GLI2	2736	P16220	CREB1	1385	human	0407:direct interaction	0096:pull down
Q8WXF1	PSPC1	55269	P00533	EGFR	1956	human	0915:physical association	0004:affinity chromatography technology
P21675	TAF1	6872	P51531	SMARCA2	6595	human	0915:physical association	0004:affinity chromatography technology
Q9Y2X9	ZNF281	23528	Q9UKB1	FBXW11	23291	human	0915:physical association	0004:affinity chromatography technology
Q8VIG1	Rest	19712	O70494	Sp3	20687	mouse	0915:physical association	0004:affinity chromatography technology
Q14186	TFDP1	7027	Q99496	RNF2	6045	human	0915:physical association	0004:affinity chromatography technology
Q15466	NR0B2	8431	Q99612	KLF6	1316	human	0915:physical association	0004:affinity chromatography technology
P25490	YY1	7528	Q9Y230	RUVBL2	10856	human	0915:physical association; 0914:association; 0407:direct interaction	0006:anti bait coimmunoprecipitation; 0401:biochemical; 0096:pull down; 0004:affinity chromatography technology
Q16236	NFE2L2	4780	O43255	SIAH2	6478	human	0915:physical association	0004:affinity chromatography technology
Q80Z64	Nanog	71950	O88286	Wiz	22404	mouse	0915:physical association	0004:affinity chromatography technology
P06733	ENO1	2023	Q14103	HNRNPD	3184	human	0915:physical association	0004:affinity chromatography technology
Q6NSZ9	ZSCAN25	221785	P17040	ZSCAN20	7579	human	0915:physical association	0004:affinity chromatography technology
Q14653	IRF3	3661	Q12778	FOXO1	2308	human	0915:physical association	0004:affinity chromatography technology
P01106	MYC	4609	Q86VM9	ZC3H18	124245	human	0914:association	0676:tandem affinity purification
Q9Y603	ETV7	51513	Q8N122	RPTOR	57521	human	0914:association	0006:anti bait coimmunoprecipitation
Q9UDV6	ZNF212	7988	P18848	ATF4	468	human	0915:physical association; 0407:direct interaction	0018:two hybrid
P70323	Tbx1	21380	Q91X20	Ash2l	23808	mouse	0915:physical association; 0407:direct interaction	0018:two hybrid; 0004:affinity chromatography technology
Q99814	EPAS1	2034	O60244	MED14	9282	human	0915:physical association	0004:affinity chromatography technology
Q9Y5X4	NR2E3	10002	Q16254	E2F4	1874	human	0915:physical association	0006:anti bait coimmunoprecipitation
Q12857	NFIA	4774	Q15796	SMAD2	4087	human	0407:direct interaction	0096:pull down
P37275	ZEB1	6935	Q15796	SMAD2	4087	human	0915:physical association	0004:affinity chromatography technology
Q92754	TFAP2C	7022	Q9UGL1	KDM5B	10765	human	0915:physical association	0004:affinity chromatography technology
P16383	GCFC2	6936	O95905	ECD	11319	human	0915:physical association	0004:affinity chromatography technology
P51522	ZNF83	55769	P84022	SMAD3	4088	human	0915:physical association; 0407:direct interaction	0018:two hybrid
Q00978	IRF9	10379	Q04206	RELA	5970	human	0407:direct interaction	0096:pull down
Q13485	SMAD4	4089	Q9ULJ6	ZMIZ1	57178	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P35638	DDIT3	1649	Q6FG41	FOS	2353	human	0915:physical association; 0407:direct interaction	0055:fluorescent resonance energy transfer; 0096:pull down; 0081:peptide array; 0004:affinity chromatography technology
P36508	ZNF76	7629	Q13547	HDAC1	3065	human	0915:physical association	0004:affinity chromatography technology
Q545Q1	Nr4a1	15370	Q9DBD5	Pelp1	75273	mouse	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation
Q12830	BPTF	2186	P56270	MAZ	4150	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q9Y4A8	NFE2L3	9603	Q969H0	FBXW7	55294	human	0915:physical association	0004:affinity chromatography technology
Q60795	Nfe2l2	18024	Q9WV60	Gsk3b	56637	mouse	0407:direct interaction	0415:enzymatic study
Q9H116	GZF1	64412	O95644	NFATC1	4772	human	0915:physical association	0004:affinity chromatography technology
Q16666	IFI16	3428	Q13045	FLII	2314	human	0915:physical association	0004:affinity chromatography technology
P26367	PAX6	5080	P63165	SUMO1	7341	human	0407:direct interaction	0096:pull down
P17096	HMGA1	3159	P55317	FOXA1	3169	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
O75376	NCOR1	9611	P01106	MYC	4609	human	0914:association	0676:tandem affinity purification
Q61039	Hand2	15111	P15806	Tcf3	21423	mouse	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down
P22736	NR4A1	3164	Q92831	KAT2B	8850	human	0407:direct interaction	0096:pull down
Q13330	MTA1	9112	Q2M1K9	ZNF423	23090	human	0915:physical association	0004:affinity chromatography technology
Q61188	Ezh2	14056	Q9WV02	Rbmx	19655	mouse	0914:association	0096:pull down
Q8BL48	Unk	217331	P70288	Hdac2	15182	mouse	0915:physical association	0004:affinity chromatography technology
Q9NTW7	ZFP64	55734	Q86YN6	PPARGC1B	133522	human	0407:direct interaction	0018:two hybrid
P09632	Hoxb8	15416	Q60585	Zfp30	22693	mouse	0407:direct interaction	0018:two hybrid
Q96RI1	NR1H4	9971	P19793	RXRA	6256	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0364:inferred by curator; 0004:affinity chromatography technology
P97471	Smad4	17128	P63166	Sumo1	22218	mouse	0915:physical association	0004:affinity chromatography technology
P97875	Jdp2	81703	P53566	Cebpa	12606	mouse	0407:direct interaction	0018:two hybrid
P05549	TFAP2A	7020	Q92754	TFAP2C	7022	human	0915:physical association	0004:affinity chromatography technology
Q9UBC3	DNMT3B	1789	Q15910	EZH2	2146	human	0915:physical association; 0914:association; 0407:direct interaction	0006:anti bait coimmunoprecipitation; 0096:pull down; 0364:inferred by curator; 0004:affinity chromatography technology
P97875	Jdp2	81703	P53568	Cebpg	12611	mouse	0407:direct interaction	0018:two hybrid
P16220	CREB1	1385	Q96EB6	SIRT1	23411	human	0915:physical association	0004:affinity chromatography technology
P31276	HOXC13	3229	Q9BZS1	FOXP3	50943	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
P23771	GATA3	2625	P17542	TAL1	6886	human	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0004:affinity chromatography technology
P16220	CREB1	1385	P17676	CEBPB	1051	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P01100	FOS	2353	Q969G3	SMARCE1	6605	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q5BKZ1	ZNF326	284695	Q96DB2	HDAC11	79885	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
Q9P0U4	CXXC1	30827	P17980	PSMC3	5702	human	0915:physical association	0004:affinity chromatography technology
Q61539	Esrrb	26380	Q5SWW4	Med13	327987	mouse	0915:physical association	0004:affinity chromatography technology
Q9Y466	NR2E1	7101	O15379	HDAC3	8841	human	0915:physical association	0004:affinity chromatography technology
Q99459	CDC5L	988	P48382	RFX5	5993	human	0914:association	0006:anti bait coimmunoprecipitation
Q9H334	FOXP1	27086	Q5SQP8	CTBP2	1488	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
D0VY79	HIF1A	3091	P63165	SUMO1	7341	human	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation
P05412	JUN	3725	Q8IWZ6	BBS7	55212	human	0915:physical association; 0407:direct interaction	0096:pull down; 0034:display technology; 0676:tandem affinity purification
P84022	SMAD3	4088	P45983	MAPK8	5599	human	0915:physical association	0813:proximity ligation assay
Q15233	NONO	4841	Q99459	CDC5L	988	human	0914:association	0006:anti bait coimmunoprecipitation
Q86TJ2	TADA2B	93624	O94864	SUPT7L	9913	human	0915:physical association	0364:inferred by curator; 0004:affinity chromatography technology
